time,Mag1_X,Mag1_Y,Mag1_Z,Mag2_X,Mag2_Y,Mag2_Z,Mag3_X,Mag3_Y,Mag3_Z,Mag4_X,Mag4_Y,Mag4_Z
13:14.2,40,-377,-135,183,-201,-258,354,-168,-243,451,-467,-180
13:14.6,40,-376,-140,188,-200,-253,353,-167,-237,449,-463,-191
13:15.1,45,-375,-140,185,-200,-247,349,-168,-244,452,-465,-190
13:15.5,45,-376,-133,182,-199,-253,353,-170,-245,455,-464,-184
13:15.9,40,-377,-138,184,-200,-258,356,-171,-239,450,-463,-185
13:16.3,41,-377,-141,189,-200,-253,350,-169,-241,449,-462,-191
13:16.8,46,-373,-139,184,-200,-249,348,-168,-245,454,-462,-193
13:17.2,44,-376,-133,182,-200,-255,353,-169,-248,454,-463,-181
13:17.6,38,-377,-140,186,-200,-254,356,-169,-240,449,-462,-187
13:18.0,42,-375,-141,188,-201,-250,350,-168,-240,450,-461,-192
13:18.4,46,-375,-136,183,-201,-247,350,-170,-247,455,-461,-189
13:18.9,43,-377,-131,181,-200,-257,355,-168,-243,453,-460,-184
13:19.3,39,-377,-140,186,-201,-255,354,-169,-240,449,-463,-188
13:19.7,44,-374,-141,187,-200,-245,349,-169,-244,451,-458,-197
13:20.1,42,-376,-135,181,-199,-254,355,-168,-243,454,-456,-187
13:20.5,38,-375,-138,186,-199,-256,356,-170,-238,448,-457,-194
13:21.0,43,-376,-144,188,-198,-250,349,-168,-243,451,-462,-196
13:21.4,46,-375,-135,183,-200,-253,350,-168,-247,455,-462,-191
13:21.8,40,-377,-133,182,-200,-258,355,-168,-244,450,-467,-178
13:22.2,40,-376,-142,188,-199,-254,353,-169,-237,448,-473,-185
13:22.7,45,-375,-137,186,-201,-247,348,-168,-245,455,-463,-185
13:23.1,44,-376,-133,181,-201,-254,352,-168,-248,454,-470,-174
13:23.5,39,-377,-139,184,-200,-259,355,-169,-239,448,-473,-172
13:23.9,42,-376,-139,188,-200,-252,350,-170,-242,449,-473,-185
13:24.3,47,-376,-138,184,-201,-249,349,-168,-247,454,-472,-182
13:24.8,43,-376,-131,181,-200,-258,354,-167,-245,452,-470,-178
13:25.2,39,-377,-139,187,-199,-257,354,-169,-240,448,-463,-191
13:25.6,43,-371,-150,187,-196,-256,349,-165,-250,452,-455,-202
13:26.0,47,-378,-131,182,-201,-249,351,-169,-247,455,-460,-195
13:26.4,40,-377,-137,184,-200,-257,356,-170,-242,451,-472,-177
13:26.9,42,-377,-142,188,-200,-252,352,-169,-238,450,-465,-188
13:27.3,47,-378,-136,184,-201,-248,348,-168,-248,453,-476,-179
13:27.7,43,-378,-132,182,-200,-257,354,-169,-245,453,-477,-172
13:28.1,40,-376,-140,186,-202,-256,354,-169,-242,448,-477,-173
13:28.6,44,-376,-143,188,-200,-250,349,-169,-243,452,-475,-181
13:29.0,46,-377,-136,182,-201,-252,351,-168,-249,456,-476,-178
13:29.4,40,-376,-139,183,-200,-259,355,-168,-246,451,-475,-174
13:29.8,40,-377,-140,188,-199,-255,354,-170,-236,448,-478,-177
13:30.2,47,-377,-133,188,-203,-245,349,-171,-243,456,-489,-174
13:30.7,46,-388,-125,184,-212,-246,355,-181,-242,457,-493,-164
13:31.1,42,-391,-127,185,-214,-251,357,-183,-230,449,-489,-164
13:31.5,42,-385,-131,188,-210,-242,350,-177,-227,449,-485,-169
13:31.9,46,-384,-124,182,-209,-242,349,-177,-237,454,-483,-168
13:32.3,41,-384,-126,181,-207,-250,354,-177,-237,453,-482,-174
13:32.8,38,-385,-134,188,-220,-231,353,-178,-233,447,-481,-177
13:33.2,43,-383,-137,186,-208,-242,349,-178,-235,451,-483,-178
13:33.6,44,-384,-125,180,-209,-246,351,-177,-244,456,-485,-167
13:34.0,38,-386,-128,184,-212,-250,356,-175,-246,451,-483,-175
13:34.5,45,-386,-150,193,-211,-264,357,-184,-254,455,-496,-202
13:34.9,48,-397,-166,183,-223,-283,345,-193,-292,432,-501,-227
13:35.3,-2,-410,-178,128,-227,-289,300,-188,-259,410,-482,-166
13:35.7,42,-359,-114,248,-169,-262,411,-118,-340,397,-390,-271
13:36.1,-8,-277,-174,157,-85,-273,321,-43,-277,413,-328,-199
13:36.6,-2,-223,-141,142,-50,-231,324,-18,-219,446,-323,-136
13:37.0,42,-218,-119,188,-43,-234,364,-8,-223,460,-312,-157
13:37.4,52,-209,-137,198,-32,-240,364,-3,-233,461,-307,-172
13:37.8,58,-205,-135,194,-30,-243,359,2,-246,466,-302,-169
13:38.2,54,-205,-137,191,-28,-252,363,3,-246,465,-301,-166
13:38.7,49,-202,-145,194,-27,-253,365,4,-240,459,-300,-175
13:39.1,52,-199,-152,196,-26,-246,357,4,-246,461,-298,-177
13:39.5,55,-201,-143,190,-24,-249,359,5,-248,464,-297,-172
13:39.9,50,-200,-147,190,-24,-257,363,4,-242,460,-299,-170
13:40.4,49,-200,-152,195,-21,-250,362,7,-239,458,-298,-179
13:40.8,54,-199,-149,192,-25,-248,356,5,-249,462,-298,-180
13:41.2,53,-198,-143,188,-24,-257,359,7,-251,464,-298,-170
13:41.6,48,-199,-149,190,-23,-252,363,7,-244,458,-299,-170
13:42.0,51,-198,-150,194,-23,-248,358,7,-245,459,-297,-182
13:42.5,54,-198,-144,190,-23,-248,356,6,-251,463,-296,-175
13:42.9,50,-198,-143,188,-23,-255,362,8,-247,461,-297,-171
13:43.3,47,-199,-154,195,-23,-250,361,6,-244,457,-297,-179
13:43.7,52,-197,-148,193,-22,-246,354,7,-252,460,-296,-178
13:44.1,53,-198,-147,188,-24,-251,357,7,-252,464,-295,-172
13:44.6,47,-200,-150,193,-22,-254,363,7,-239,456,-297,-175
13:45.0,52,-198,-149,194,-24,-246,356,7,-247,463,-296,-172
13:45.4,49,-198,-148,189,-23,-255,362,8,-244,459,-297,-171
13:45.8,48,-198,-154,194,-22,-247,359,8,-245,456,-294,-182
13:46.3,54,-198,-146,192,-24,-247,356,8,-248,462,-297,-178
13:46.7,52,-200,-143,188,-24,-254,361,7,-248,463,-295,-172
13:47.1,47,-199,-147,191,-22,-255,362,8,-244,457,-292,-181
13:47.5,50,-199,-151,194,-23,-248,358,7,-246,456,-294,-177
13:47.9,54,-199,-142,189,-24,-252,357,6,-251,463,-295,-174
13:48.4,49,-197,-145,192,-23,-254,363,7,-241,457,-296,-178
13:48.8,51,-198,-152,193,-23,-245,356,8,-248,459,-296,-181
13:49.2,54,-198,-143,188,-24,-253,358,5,-250,463,-296,-171
13:49.6,48,-199,-147,189,-23,-256,362,6,-243,458,-296,-171
13:50.1,48,-198,-154,194,-22,-251,359,6,-245,459,-296,-178
13:50.5,53,-199,-143,188,-24,-252,357,6,-250,463,-295,-171
13:50.9,48,-198,-144,189,-23,-255,363,9,-244,459,-297,-173
13:51.3,48,-198,-151,194,-24,-249,360,7,-243,457,-297,-180
13:51.7,53,-199,-146,192,-24,-247,355,6,-249,461,-295,-178
13:52.2,52,-200,-142,187,-24,-253,361,8,-247,463,-296,-173
13:52.6,47,-199,-150,192,-24,-253,364,6,-238,457,-296,-176
13:53.0,50,-198,-154,195,-24,-248,356,6,-247,458,-295,-181
13:53.4,54,-199,-147,188,-24,-251,358,6,-251,463,-295,-174
13:53.9,50,-199,-144,189,-24,-254,362,7,-245,460,-298,-172
13:54.3,47,-198,-154,194,-23,-250,360,7,-244,456,-294,-178
13:54.7,53,-198,-150,192,-23,-245,355,9,-252,462,-294,-180
13:55.1,47,-197,-152,193,-24,-251,361,7,-242,457,-295,-177
13:55.5,53,-198,-150,192,-23,-243,355,6,-248,461,-295,-178
13:56.0,53,-198,-147,187,-23,-253,359,8,-250,463,-296,-171
13:56.4,48,-199,-147,190,-23,-255,362,10,-244,458,-297,-175
13:56.8,49,-197,-150,195,-22,-249,359,8,-243,456,-296,-180
13:57.2,54,-197,-147,191,-22,-246,355,7,-249,461,-295,-175
13:57.6,52,-200,-142,187,-24,-255,360,8,-247,461,-295,-171
13:58.1,47,-197,-150,191,-22,-255,362,6,-241,455,-295,-175
13:58.5,50,-197,-152,194,-22,-246,356,7,-246,458,-294,-181
13:58.9,54,-199,-144,188,-24,-252,357,8,-252,463,-294,-178
13:59.3,49,-200,-144,188,-22,-254,362,7,-244,459,-297,-173
13:59.8,47,-200,-153,194,-23,-249,361,7,-242,457,-296,-181
14:00.2,53,-197,-150,193,-22,-245,355,6,-247,462,-295,-179
14:00.6,52,-197,-143,188,-24,-251,359,9,-248,463,-294,-172
14:01.0,48,-197,-148,190,-21,-255,363,9,-241,457,-297,-173
14:01.4,50,-198,-150,195,-24,-244,358,6,-243,457,-297,-180
14:01.9,54,-198,-145,189,-23,-249,356,7,-252,463,-295,-173
14:02.3,50,-198,-146,188,-24,-256,360,7,-246,459,-295,-173
14:02.7,46,-199,-149,193,-24,-251,362,7,-241,456,-297,-177
14:03.1,52,-198,-150,193,-23,-246,357,7,-249,459,-295,-180
14:03.5,54,-198,-144,189,-25,-249,356,6,-251,463,-295,-175
14:04.0,49,-200,-145,190,-22,-255,362,8,-244,459,-291,-179
14:04.4,49,-197,-150,194,-24,-249,359,7,-244,456,-295,-180
14:04.8,53,-199,-149,192,-22,-248,355,8,-251,461,-294,-177
14:05.2,52,-199,-141,187,-23,-252,359,7,-249,462,-297,-173
14:05.7,48,-199,-149,191,-23,-254,362,9,-245,456,-301,-172
14:06.1,50,-199,-152,194,-22,-247,357,7,-246,457,-300,-176
14:06.5,55,-197,-147,189,-23,-249,356,7,-252,462,-301,-171
14:06.9,50,-199,-143,188,-23,-258,361,8,-245,461,-301,-168
14:07.3,47,-198,-151,192,-24,-253,362,6,-242,456,-301,-173
14:07.8,51,-199,-150,194,-23,-244,355,6,-247,459,-304,-176
14:08.2,54,-199,-142,189,-24,-249,357,7,-253,464,-297,-171
14:08.6,48,-198,-147,189,-24,-256,363,8,-241,460,-297,-171
14:09.0,49,-199,-151,194,-23,-248,360,6,-243,457,-297,-177
14:09.4,54,-198,-148,193,-22,-247,355,6,-251,461,-297,-176
14:09.9,53,-199,-142,188,-23,-253,359,7,-249,463,-295,-175
14:10.3,47,-197,-150,191,-22,-251,362,6,-242,456,-297,-173
14:10.7,49,-198,-152,195,-23,-246,357,5,-246,458,-297,-177
14:11.1,53,-199,-145,190,-24,-249,356,8,-253,463,-293,-174
14:11.6,51,-199,-145,188,-24,-254,362,8,-247,461,-291,-175
14:12.0,47,-199,-151,193,-23,-251,360,7,-243,455,-297,-177
14:12.4,53,-198,-150,193,-24,-248,356,6,-249,459,-294,-178
14:12.8,53,-197,-143,188,-24,-251,358,8,-252,463,-293,-172
14:13.2,47,-199,-148,190,-23,-251,362,7,-243,458,-294,-173
14:13.7,49,-196,-153,194,-22,-249,358,6,-244,457,-284,-190
14:14.1,53,-197,-150,191,-24,-243,354,6,-251,461,-280,-190
14:14.5,51,-198,-147,187,-24,-253,360,8,-248,462,-293,-178
14:14.9,47,-199,-150,191,-22,-253,362,7,-242,455,-289,-177
14:15.3,50,-198,-150,194,-24,-245,356,6,-247,458,-296,-181
14:15.8,54,-198,-144,189,-23,-249,356,7,-252,463,-296,-174
