time,Mag1_X,Mag1_Y,Mag1_Z,Mag2_X,Mag2_Y,Mag2_Z,Mag3_X,Mag3_Y,Mag3_Z,Mag4_X,Mag4_Y,Mag4_Z
22:35.8,-23,-202,-203,117,-26,-299,276,2,-299,382,-290,-230
22:36.3,-26,-205,-195,113,-26,-306,284,4,-296,379,-292,-223
22:36.7,-30,-204,-203,119,-26,-304,280,2,-294,376,-294,-232
22:37.1,-24,-204,-203,118,-24,-297,276,3,-297,381,-292,-233
22:37.5,-25,-205,-195,113,-25,-303,280,4,-301,382,-292,-224
22:38.0,-30,-206,-199,118,-25,-307,283,3,-294,376,-293,-230
22:38.4,-25,-204,-206,119,-26,-299,277,1,-297,380,-291,-235
22:38.8,-23,-204,-197,114,-25,-302,279,1,-299,383,-291,-229
22:39.2,-29,-205,-199,114,-25,-309,283,4,-299,378,-291,-227
22:39.6,-28,-203,-203,119,-24,-303,279,2,-290,376,-292,-234
22:40.1,-23,-205,-200,116,-26,-298,277,2,-301,383,-291,-233
22:40.5,-28,-204,-195,114,-24,-308,283,3,-297,379,-292,-227
22:40.9,-29,-204,-204,120,-25,-306,280,1,-293,376,-292,-233
22:41.3,-24,-205,-201,115,-28,-297,275,0,-302,382,-294,-238
22:41.7,-26,-208,-196,111,-28,-307,280,-1,-302,381,-295,-227
22:42.2,-30,-208,-201,118,-27,-311,282,-1,-296,375,-296,-228
22:42.6,-25,-207,-206,119,-27,-300,276,-2,-295,378,-295,-234
22:43.0,-24,-208,-196,113,-30,-302,278,-2,-301,382,-294,-229
22:43.4,-30,-209,-198,114,-27,-313,283,0,-296,377,-296,-227
22:43.9,-28,-208,-203,120,-28,-303,278,-1,-296,375,-297,-235
22:44.3,-23,-207,-199,115,-30,-302,276,-2,-302,382,-295,-235
22:44.7,-28,-210,-196,113,-29,-309,283,1,-299,380,-296,-224
22:45.1,-30,-208,-200,118,-28,-307,280,-1,-294,375,-294,-235
22:45.5,-25,-207,-203,118,-27,-301,276,-3,-299,380,-294,-235
22:46.0,-25,-207,-198,112,-29,-306,280,-1,-305,382,-296,-227
22:46.4,-30,-208,-199,116,-26,-311,283,0,-297,376,-296,-229
22:46.8,-27,-207,-204,120,-28,-302,278,-4,-294,377,-295,-236
22:47.2,-23,-206,-200,114,-30,-301,277,0,-304,383,-292,-236
22:47.6,-28,-208,-198,112,-28,-309,282,-1,-301,380,-293,-231
22:48.1,-31,-207,-205,119,-29,-306,282,-3,-295,375,-294,-234
22:48.5,-25,-208,-205,119,-30,-302,276,-2,-298,379,-291,-240
22:48.9,-24,-207,-195,112,-30,-304,279,0,-304,382,-292,-233
22:49.3,-30,-209,-198,116,-29,-312,283,-2,-297,377,-296,-228
22:49.8,-28,-207,-205,120,-28,-305,277,-2,-296,378,-292,-243
22:50.2,-23,-208,-199,113,-30,-300,276,-1,-303,382,-293,-233
22:50.6,-28,-208,-196,113,-29,-307,283,0,-302,381,-295,-229
22:51.0,-30,-208,-204,119,-28,-310,282,-3,-295,375,-296,-229
22:51.4,-25,-207,-203,118,-28,-301,276,-1,-300,380,-292,-237
22:51.9,-24,-208,-196,112,-30,-308,279,0,-305,383,-296,-229
22:52.3,-31,-209,-201,116,-28,-308,283,-2,-299,376,-296,-229
22:52.7,-28,-208,-205,120,-28,-306,278,-2,-295,378,-293,-241
22:53.1,-23,-208,-201,115,-28,-305,277,-2,-304,382,-293,-234
22:53.5,-29,-209,-198,113,-28,-309,283,0,-301,378,-294,-229
22:54.0,-31,-208,-206,119,-26,-309,280,-2,-297,376,-295,-236
22:54.4,-24,-206,-206,117,-29,-301,276,-3,-301,381,-294,-237
22:54.8,-25,-209,-195,112,-31,-304,281,-1,-302,382,-287,-237
22:55.2,-31,-210,-202,117,-28,-309,284,-2,-295,375,-296,-230
22:55.7,-26,-207,-205,119,-28,-302,276,-2,-300,378,-293,-240
22:56.1,-24,-208,-198,112,-31,-306,277,-2,-307,382,-295,-231
22:56.5,-31,-209,-198,115,-27,-312,282,-4,-294,380,-293,-223
22:56.9,-27,-208,-202,121,-27,-301,278,-2,-291,377,-293,-236
22:57.3,-25,-199,-192,112,-16,-294,275,13,-295,379,-277,-227
22:57.8,-31,-197,-191,110,-20,-304,280,7,-295,377,-289,-220
22:58.2,-32,-200,-199,117,-21,-301,278,5,-290,373,-288,-227
22:58.6,-26,-202,-197,114,-24,-293,272,4,-293,378,-291,-231
22:59.0,-26,-201,-189,110,-25,-300,279,4,-298,381,-288,-225
22:59.4,-32,-203,-194,115,-24,-305,281,4,-293,375,-292,-221
22:59.9,-28,-203,-199,118,-24,-297,276,3,-291,377,-292,-229
23:00.3,-24,-200,-194,112,-25,-297,276,3,-297,381,-289,-225
23:00.7,-29,-204,-189,113,-23,-307,285,4,-294,379,-291,-222
23:01.1,-32,-204,-196,117,-26,-305,281,3,-290,374,-290,-230
23:01.6,-24,-204,-195,112,-25,-297,275,3,-297,382,-288,-228
23:02.0,-29,-204,-194,111,-26,-307,281,2,-298,379,-290,-222
23:02.4,-32,-205,-202,117,-24,-307,281,1,-288,374,-292,-228
23:02.8,-25,-203,-198,114,-28,-289,274,1,-294,379,-290,-234
23:03.2,-25,-205,-191,110,-26,-297,278,4,-299,381,-289,-226
23:03.7,-32,-205,-194,113,-24,-305,284,2,-292,377,-288,-224
23:04.1,-28,-199,-198,119,-19,-296,278,11,-284,378,-279,-219
23:04.5,-21,-189,-182,116,-12,-284,280,18,-280,387,-280,-205
23:04.9,-23,-200,-166,117,-31,-272,291,-11,-262,370,-323,-177
23:05.4,-13,-246,-123,126,-70,-236,288,-26,-200,393,-324,-125
23:05.8,-5,-222,-75,144,-55,-169,318,-20,-159,455,-315,-89
23:06.2,76,-212,-70,218,-36,-200,388,-4,-208,486,-297,-151
23:06.6,69,-205,-131,210,-27,-238,374,4,-227,465,-294,-172
23:07.0,61,-202,-144,203,-25,-243,362,4,-239,463,-289,-182
23:07.5,59,-201,-142,193,-25,-249,359,4,-245,464,-291,-173
23:07.9,52,-201,-143,193,-25,-256,363,5,-241,458,-290,-174
23:08.3,50,-199,-151,195,-25,-247,358,4,-240,457,-288,-186
23:08.7,56,-199,-144,191,-25,-248,355,6,-249,461,-289,-177
23:09.1,51,-200,-141,189,-23,-255,361,6,-241,459,-289,-176
23:09.6,48,-200,-153,196,-24,-249,359,6,-237,455,-285,-185
23:10.0,55,-199,-148,194,-25,-243,355,3,-243,460,-289,-184
23:10.4,53,-199,-143,189,-24,-251,360,6,-243,461,-289,-174
23:10.8,48,-200,-149,194,-24,-252,361,4,-237,455,-287,-183
23:11.3,53,-199,-149,194,-25,-246,355,4,-241,458,-285,-186
23:11.7,54,-199,-144,189,-24,-249,358,6,-245,461,-284,-183
23:12.1,49,-199,-148,192,-24,-254,362,6,-237,456,-289,-176
23:12.5,52,-201,-151,196,-24,-245,356,4,-241,458,-289,-183
23:12.9,56,-199,-142,190,-25,-249,355,6,-250,462,-290,-179
23:13.4,50,-200,-142,190,-24,-255,361,6,-241,459,-290,-173
23:13.8,48,-200,-150,196,-25,-247,359,6,-238,455,-288,-185
23:14.2,54,-200,-147,193,-24,-246,354,5,-246,461,-291,-178
23:14.6,53,-200,-142,188,-23,-252,360,8,-244,460,-290,-174
23:15.0,48,-200,-151,193,-24,-252,360,7,-241,455,-287,-184
23:15.5,52,-199,-150,193,-24,-246,353,6,-247,459,-290,-183
23:15.9,52,-198,-144,187,-24,-254,357,6,-246,461,-293,-172
23:16.3,47,-202,-146,191,-24,-255,360,5,-238,455,-286,-182
23:16.7,50,-198,-156,194,-23,-246,355,6,-242,454,-290,-184
23:17.2,53,-200,-145,189,-23,-247,353,6,-250,460,-288,-177
23:17.6,49,-200,-145,188,-25,-256,360,7,-240,457,-291,-175
23:18.0,47,-201,-153,194,-24,-249,358,5,-236,454,-290,-181
23:18.4,52,-199,-148,193,-22,-247,352,6,-245,457,-291,-181
23:18.8,52,-200,-142,186,-23,-250,356,5,-244,460,-289,-175
23:19.3,46,-200,-148,190,-23,-255,359,6,-239,455,-290,-175
23:19.7,48,-200,-153,193,-22,-247,356,7,-240,453,-289,-183
23:20.1,53,-199,-146,190,-23,-248,352,7,-247,459,-290,-178
23:20.5,50,-198,-142,187,-24,-255,358,5,-243,458,-289,-174
23:20.9,46,-199,-151,192,-23,-252,358,5,-239,453,-290,-178
23:21.4,51,-200,-151,193,-24,-246,352,6,-244,455,-290,-186
23:21.8,53,-199,-143,187,-23,-253,353,7,-247,459,-290,-176
23:22.2,46,-199,-147,188,-23,-259,359,6,-236,456,-289,-179
23:22.6,47,-198,-155,193,-23,-247,355,7,-239,452,-292,-181
23:23.1,52,-197,-148,190,-24,-246,352,6,-243,458,-290,-181
23:23.5,50,-199,-143,187,-24,-252,356,7,-247,459,-290,-173
23:23.9,46,-199,-148,190,-23,-253,360,6,-238,453,-289,-180
23:24.3,49,-199,-153,194,-23,-246,354,5,-240,453,-290,-179
23:24.7,53,-199,-147,189,-24,-248,352,6,-247,457,-289,-180
23:25.2,50,-199,-145,187,-23,-254,358,6,-242,458,-289,-174
23:25.6,46,-200,-150,192,-24,-249,358,5,-238,452,-288,-184
23:26.0,50,-200,-151,191,-24,-246,352,7,-246,456,-291,-179
23:26.4,52,-198,-143,186,-24,-252,353,6,-249,459,-287,-178
23:26.8,46,-200,-148,187,-24,-257,358,6,-240,456,-289,-178
23:27.3,46,-200,-154,192,-24,-248,355,7,-241,452,-287,-188
23:27.7,50,-200,-147,189,-25,-248,350,4,-248,455,-289,-183
23:28.1,50,-199,-142,186,-24,-250,355,5,-245,459,-288,-173
23:28.5,45,-202,-149,188,-23,-255,356,6,-241,453,-288,-179
23:29.0,46,-200,-152,192,-23,-251,353,7,-242,452,-288,-185
23:29.4,52,-198,-146,189,-24,-244,350,6,-245,457,-287,-182
23:29.8,49,-199,-143,185,-24,-252,356,7,-242,458,-288,-174
23:30.2,44,-199,-146,189,-24,-252,358,7,-238,452,-290,-178
23:30.6,47,-199,-154,192,-23,-248,352,5,-240,451,-290,-183
23:31.1,52,-198,-145,188,-24,-247,350,7,-250,457,-287,-177
23:31.5,48,-201,-143,185,-24,-255,356,7,-243,454,-289,-175
23:31.9,50,-199,-150,190,-24,-246,350,6,-243,455,-290,-181
23:32.3,51,-199,-141,185,-24,-250,353,6,-245,458,-288,-178
23:32.8,46,-199,-147,187,-24,-254,358,6,-237,453,-290,-176
23:33.2,45,-199,-151,192,-23,-247,354,7,-241,452,-289,-183
23:33.6,51,-198,-149,190,-23,-245,350,7,-247,456,-289,-181
23:34.0,49,-199,-142,186,-24,-256,356,7,-243,457,-290,-171
