,Backward,Brand,Car_Status1,Car_Status2,Car_Status3,Car_Status4,Category,Class,Class_Target,EnvMag1_X,EnvMag1_Y,EnvMag1_Z,EnvMag2_X,EnvMag2_Y,EnvMag2_Z,EnvMag3_X,EnvMag3_Y,EnvMag3_Z,EnvMag4_X,EnvMag4_Y,EnvMag4_Z,Forward,Mag1_CarLen,Mag1_CarX,Mag1_CarY,Mag1_CarZ,Mag1_EnvX,Mag1_EnvY,Mag1_EnvZ,Mag1_Len,Mag1_X,Mag1_Y,Mag1_Z,Mag2_CarLen,Mag2_CarX,Mag2_CarY,Mag2_CarZ,Mag2_EnvX,Mag2_EnvY,Mag2_EnvZ,Mag2_Len,Mag2_X,Mag2_Y,Mag2_Z,Mag3_CarLen,Mag3_CarX,Mag3_CarY,Mag3_CarZ,Mag3_EnvX,Mag3_EnvY,Mag3_EnvZ,Mag3_Len,Mag3_X,Mag3_Y,Mag3_Z,Mag4_CarLen,Mag4_CarX,Mag4_CarY,Mag4_CarZ,Mag4_EnvX,Mag4_EnvY,Mag4_EnvZ,Mag4_Len,Mag4_X,Mag4_Y,Mag4_Z,Sideway,time
10,1,nisson,0,0,0,0,teana,0.0,0,177.7625,-105.05,-157.15,198.475,-73.7625,-246.0,303.2375,-53.8125,-197.05,318.7625,-135.375,-110.2375,0.0,3.0135371658567576,0.23750000000001137,-0.9500000000000028,-2.8499999999999943,177.7625,-105.05,-157.15,261.7632518135424,178,-106,-160,0.5310661446561937,-0.4749999999999943,-0.23749999999999716,0.0,198.475,-73.7625,-246.0,324.3393284817615,198,-74,-246,1.5391759158718614,-0.23750000000001137,-1.1875,-0.9499999999999886,303.2375,-53.8125,-197.05,366.1120047198671,303,-55,-198,2.3986324228609943,0.23750000000001137,2.375,0.23749999999999716,318.7625,-135.375,-110.2375,362.6982216664427,319,-133,-110,0.0,18:28.4
11,1,nisson,0,0,0,0,teana,0.0,0,177.7625,-105.05,-157.15,198.475,-73.7625,-246.0,303.2375,-53.8125,-197.05,318.7625,-135.375,-110.2375,0.0,2.281755081072464,-0.7624999999999886,0.04999999999999716,2.1500000000000057,177.7625,-105.05,-157.15,257.64122340960887,177,-105,-155,3.772536447802722,-0.4749999999999943,-2.237499999999997,3.0,198.475,-73.7625,-246.0,322.5352693892561,198,-76,-243,3.3606639968910983,0.7624999999999886,-1.1875,3.0500000000000114,303.2375,-53.8125,-197.05,364.797203936653,304,-55,-194,1.865056969639265,0.23750000000001137,1.375,1.2374999999999972,318.7625,-135.375,-110.2375,362.76438634463557,319,-134,-109,0.0,18:28.8
12,1,nisson,0,0,0,0,teana,0.0,0,177.7625,-105.05,-157.15,198.475,-73.7625,-246.0,303.2375,-53.8125,-197.05,318.7625,-135.375,-110.2375,0.0,2.0991441708467753,-0.7624999999999886,-1.9500000000000028,0.15000000000000568,177.7625,-105.05,-157.15,259.66709456532993,177,-107,-157,1.3442586246701187,-0.4749999999999943,0.7625000000000028,1.0,198.475,-73.7625,-246.0,323.35429485318423,198,-73,-245,2.3332514866597704,0.7624999999999886,0.8125,2.0500000000000114,303.2375,-53.8125,-197.05,365.0342449688796,304,-53,-195,2.335259621541038,0.23750000000001137,-0.625,2.237499999999997,318.7625,-135.375,-110.2375,363.2093060481793,319,-136,-108,0.0,18:29.3
13,1,nisson,0,0,0,0,teana,0.0,0,177.7625,-105.05,-157.15,198.475,-73.7625,-246.0,303.2375,-53.8125,-197.05,318.7625,-135.375,-110.2375,0.0,0.28531780526284517,0.23750000000001137,0.04999999999999716,0.15000000000000568,177.7625,-105.05,-157.15,259.53419813196103,178,-105,-157,1.1322681881957088,-0.4749999999999943,-0.23749999999999716,1.0,198.475,-73.7625,-246.0,323.58151986786885,198,-74,-245,1.2120488851527427,-0.23750000000001137,-1.1875,0.05000000000001137,303.2375,-53.8125,-197.05,365.572154300625,303,-55,-197,1.865056969639265,0.23750000000001137,1.375,1.2374999999999972,318.7625,-135.375,-110.2375,362.76438634463557,319,-134,-109,0.0,18:29.7
14,1,nisson,0,0,0,0,teana,0.0,0,177.7625,-105.05,-157.15,198.475,-73.7625,-246.0,303.2375,-53.8125,-197.05,318.7625,-135.375,-110.2375,0.0,2.63275639777021,-1.7624999999999886,-1.9500000000000028,0.15000000000000568,177.7625,-105.05,-157.15,258.9864861339294,176,-107,-157,1.1322681881957088,-0.4749999999999943,-0.23749999999999716,1.0,198.475,-73.7625,-246.0,323.58151986786885,198,-74,-245,2.952805868999858,1.7624999999999886,-1.1875,2.0500000000000114,303.2375,-53.8125,-197.05,366.16253221759325,305,-55,-195,0.5034257641400607,0.23750000000001137,0.375,0.23749999999999716,318.7625,-135.375,-110.2375,363.43637682543556,319,-135,-110,0.0,18:30.1
15,1,nisson,0,0,0,0,teana,0.0,0,177.7625,-105.05,-157.15,198.475,-73.7625,-246.0,303.2375,-53.8125,-197.05,318.7625,-135.375,-110.2375,0.0,2.259735880584274,-0.7624999999999886,-1.9500000000000028,-0.8499999999999943,177.7625,-105.05,-157.15,260.2729336677174,177,-107,-158,2.08135322566834,0.5250000000000057,-0.23749999999999716,2.0,198.475,-73.7625,-246.0,323.43932970496957,199,-74,-244,2.672837911284572,-1.2375000000000114,-1.1875,2.0500000000000114,303.2375,-53.8125,-197.05,363.6674304911013,302,-55,-195,2.797934506024046,0.23750000000001137,0.375,-2.762500000000003,318.7625,-135.375,-110.2375,364.35559553820497,319,-135,-113,0.0,18:30.5
16,1,nisson,0,0,0,0,teana,0.0,0,177.724375,-105.0475,-157.1425,198.45125,-73.824375,-246.0,303.225625,-53.721875,-197.0975,318.824375,-135.35625,-110.175625,0.0,0.739784861040706,-0.7243750000000091,0.04749999999999943,0.1425000000000125,177.724375,-105.0475,-157.1425,258.84937705159734,177,-105,-157,1.2592540264477936,-0.4512499999999875,-1.1756249999999966,0.0,198.45125,-73.824375,-246.0,324.56894491001447,198,-75,-246,1.9571066415118996,-0.22562499999997954,1.7218749999999972,-0.9025000000000034,303.225625,-53.721875,-197.0975,365.6733515037704,303,-52,-198,1.7003241878389082,1.175625000000025,0.35624999999998863,1.1756249999999966,318.824375,-135.35625,-110.175625,364.01373600456344,320,-135,-109,0.0,18:31.0
17,1,nisson,0,0,0,0,teana,0.0,0,177.724375,-105.0475,-157.1425,198.45125,-73.824375,-246.0,303.225625,-53.721875,-197.0975,318.824375,-135.35625,-110.175625,0.0,1.6544732214892577,-0.7243750000000091,-0.9525000000000006,1.1425000000000125,177.724375,-105.0475,-157.1425,258.65227623200997,177,-106,-156,1.2973899580022215,0.5487500000000125,-1.1756249999999966,0.0,198.45125,-73.824375,-246.0,325.17995018143415,199,-75,-246,1.5248824237461787,0.7743750000000205,0.7218749999999972,1.0974999999999966,303.225625,-53.721875,-197.0975,365.56941885228855,304,-53,-196,1.5968257086325932,0.175625000000025,1.3562499999999886,-0.8243750000000034,318.824375,-135.35625,-110.175625,363.3703345073728,319,-134,-111,0.0,18:31.4
18,1,nisson,0,0,0,0,teana,0.0,0,177.724375,-105.0475,-157.1425,198.45125,-73.824375,-246.0,303.225625,-53.721875,-197.0975,318.824375,-135.35625,-110.175625,0.0,1.9770006678362555,0.2756249999999909,-1.9525000000000006,0.1425000000000125,177.724375,-105.0475,-157.1425,260.3497647396671,178,-107,-157,1.1541103513637734,0.5487500000000125,-0.1756249999999966,1.0,198.45125,-73.824375,-246.0,324.19438613276446,199,-74,-245,3.4391519894081473,0.7743750000000205,-1.2781250000000028,3.0974999999999966,303.225625,-53.721875,-197.0975,364.797203936653,304,-55,-194,0.6900016983674911,0.175625000000025,-0.6437500000000114,0.1756249999999966,318.824375,-135.35625,-110.175625,363.8090158311088,319,-136,-110,0.0,18:31.8
19,1,nisson,0,0,0,0,teana,0.0,0,177.724375,-105.0475,-157.1425,198.45125,-73.824375,-246.0,303.225625,-53.721875,-197.0975,318.824375,-135.35625,-110.175625,0.0,1.472169025833988,-0.7243750000000091,-0.9525000000000006,-0.8574999999999875,177.724375,-105.0475,-157.1425,259.8634256681767,177,-106,-158,2.47729100089694,-1.4512499999999875,-0.1756249999999966,2.0,198.45125,-73.824375,-246.0,322.2126626934454,197,-74,-244,1.5808277598302747,-0.22562499999997954,-1.2781250000000028,-0.9025000000000034,303.225625,-53.721875,-197.0975,366.1120047198671,303,-55,-198,1.8671106940270075,0.175625000000025,0.35624999999998863,-1.8243750000000034,318.824375,-135.35625,-110.175625,364.04670030093666,319,-135,-112,0.0,18:32.2
20,1,nisson,0,0,0,0,teana,0.0,0,177.724375,-105.0475,-157.1425,198.45125,-73.824375,-246.0,303.225625,-53.721875,-197.0975,318.824375,-135.35625,-110.175625,0.0,1.5127893576519584,0.2756249999999909,-0.9525000000000006,1.1425000000000125,177.724375,-105.0475,-157.1425,259.3376177880872,178,-106,-156,1.7711495428463861,-1.4512499999999875,-0.1756249999999966,1.0,198.45125,-73.824375,-246.0,322.9705868960825,197,-74,-245,1.3015438549084688,-0.22562499999997954,-1.2781250000000028,0.09749999999999659,303.225625,-53.721875,-197.0975,365.572154300625,303,-55,-197,0.9150695841027645,0.175625000000025,0.35624999999998863,-0.8243750000000034,318.824375,-135.35625,-110.175625,363.74029196667226,319,-135,-111,0.0,18:32.6
21,1,nisson,0,0,0,0,teana,0.0,0,177.724375,-105.0475,-157.1425,198.45125,-73.824375,-246.0,303.225625,-53.721875,-197.0975,318.824375,-135.35625,-110.175625,0.0,2.790570128239921,-0.7243750000000091,-1.9525000000000006,-1.8574999999999875,177.724375,-105.0475,-157.1425,260.88119901595053,177,-107,-159,1.6080176314720498,-0.4512499999999875,-1.1756249999999966,1.0,198.45125,-73.824375,-246.0,323.8116736623311,198,-75,-245,4.361509647616294,0.7743750000000205,-1.2781250000000028,4.097499999999997,303.225625,-53.721875,-197.0975,364.2663860418636,304,-55,-193,1.2409078707744554,0.175625000000025,0.35624999999998863,1.1756249999999966,318.824375,-135.35625,-110.175625,363.1349611370406,319,-135,-109,0.0,18:33.1
22,1,nisson,0,0,0,0,teana,0.0,0,177.6881563,-105.045125,-157.185375,198.4286875,-73.83315625,-246.0,303.2143438,-53.68578125,-197.042625,318.8331563,-135.3384375,-110.11684380000001,0.0,1.0673374581076525,-0.6881563000000028,0.04512499999999875,-0.8146250000000066,177.6881563,-105.045125,-157.185375,259.457125552566,177,-105,-158,0.4600106624528477,-0.4286874999999952,-0.16684374999999818,0.0,198.4286875,-73.83315625,-246.0,324.3393284817615,198,-74,-246,1.2662172317872513,-0.21434379999999464,0.685781249999998,1.0426249999999868,303.2143438,-53.68578125,-197.042625,364.7382623197078,303,-53,-196,1.1788625175288299,0.16684370000001536,0.3384374999999977,1.1168438000000123,318.8331563,-135.3384375,-110.11684380000001,363.1349611370406,319,-135,-109,0.0,18:33.5
